n:150,k:0,time:30
n:300,k:0,time:66
n:450,k:0,time:96
n:600,k:0,time:128
n:750,k:0,time:158
n:900,k:0,time:169
n:1050,k:0,time:199
n:1200,k:0,time:311
n:1350,k:0,time:304
n:1500,k:0,time:384
n:1650,k:0,time:396
n:1800,k:0,time:440
n:1950,k:0,time:457
n:2100,k:0,time:500
n:2250,k:0,time:480
n:2400,k:0,time:489
n:2550,k:0,time:531
n:2700,k:0,time:653
n:2850,k:0,time:654
n:3000,k:0,time:639
n:3150,k:0,time:673
n:3300,k:0,time:1010
n:3450,k:0,time:743
n:3600,k:0,time:761
n:3750,k:0,time:734
n:3900,k:0,time:784
n:4050,k:0,time:812
n:4200,k:0,time:832
n:4350,k:0,time:865
n:4500,k:0,time:935
n:4650,k:0,time:943
n:4800,k:0,time:971
n:4950,k:0,time:998
n:5100,k:0,time:1072
n:5250,k:0,time:1169
n:5400,k:0,time:1117
n:5550,k:0,time:1188
n:5700,k:0,time:1361
n:5850,k:0,time:1185
n:6000,k:0,time:1239
n:6150,k:0,time:1309
n:6300,k:0,time:1289
n:6450,k:0,time:1327
n:6600,k:0,time:1381
n:6750,k:0,time:1397
n:6900,k:0,time:1453
n:7050,k:0,time:1459
n:7200,k:0,time:1494
n:7350,k:0,time:1529
n:7500,k:0,time:1582
n:7650,k:0,time:1594
n:7800,k:0,time:1798
n:7950,k:0,time:1679
n:8100,k:0,time:1713
n:8250,k:0,time:1766
n:8400,k:0,time:2132
n:8550,k:0,time:1841
n:8700,k:0,time:1960
n:8850,k:0,time:1878
n:9000,k:0,time:2301
n:9150,k:0,time:1937
n:9300,k:0,time:1986
n:9450,k:0,time:1996
n:9600,k:0,time:2039
n:9750,k:0,time:2064
n:9900,k:0,time:2100
n:10050,k:0,time:2160
n:10200,k:0,time:4516
n:10350,k:0,time:2329
n:10500,k:0,time:2241
n:10650,k:0,time:2282
n:10800,k:0,time:2678
n:10950,k:0,time:2578
n:11100,k:0,time:2539
n:11250,k:0,time:2484
n:11400,k:0,time:2517
n:11550,k:0,time:2509
n:11700,k:0,time:2553
n:11850,k:0,time:2605
n:12000,k:0,time:2793
n:12150,k:0,time:2646
n:12300,k:0,time:2795
n:12450,k:0,time:2715
n:12600,k:0,time:2928
n:12750,k:0,time:2968
n:12900,k:0,time:2846
n:13050,k:0,time:3238
n:13200,k:0,time:3315
n:13350,k:0,time:3019
n:13500,k:0,time:3297
n:13650,k:0,time:2990
n:13800,k:0,time:3072
n:13950,k:0,time:3212
n:14100,k:0,time:3182
n:14250,k:0,time:3279
n:14400,k:0,time:3199
n:14550,k:0,time:3212
n:14700,k:0,time:3326
n:14850,k:0,time:3666
n:15000,k:0,time:3333
