n:150,k:0,time:30
n:300,k:0,time:65
n:450,k:0,time:95
n:600,k:0,time:131
n:750,k:0,time:160
n:900,k:0,time:168
n:1050,k:0,time:200
n:1200,k:0,time:309
n:1350,k:0,time:315
n:1500,k:0,time:357
n:1650,k:0,time:384
n:1800,k:0,time:440
n:1950,k:0,time:376
n:2100,k:0,time:501
n:2250,k:0,time:478
n:2400,k:0,time:513
n:2550,k:0,time:541
n:2700,k:0,time:662
n:2850,k:0,time:655
n:3000,k:0,time:659
n:3150,k:0,time:732
n:3300,k:0,time:1006
n:3450,k:0,time:726
n:3600,k:0,time:756
n:3750,k:0,time:734
n:3900,k:0,time:786
n:4050,k:0,time:805
n:4200,k:0,time:843
n:4350,k:0,time:861
n:4500,k:0,time:933
n:4650,k:0,time:937
n:4800,k:0,time:1007
n:4950,k:0,time:997
n:5100,k:0,time:1027
n:5250,k:0,time:1114
n:5400,k:0,time:1134
n:5550,k:0,time:1132
n:5700,k:0,time:1453
n:5850,k:0,time:1234
n:6000,k:0,time:1282
n:6150,k:0,time:1552
n:6300,k:0,time:1298
n:6450,k:0,time:1336
n:6600,k:0,time:1367
n:6750,k:0,time:1391
n:6900,k:0,time:1451
n:7050,k:0,time:1490
n:7200,k:0,time:1488
n:7350,k:0,time:1591
n:7500,k:0,time:1579
n:7650,k:0,time:1603
n:7800,k:0,time:1657
n:7950,k:0,time:1674
n:8100,k:0,time:1701
n:8250,k:0,time:1729
n:8400,k:0,time:1781
n:8550,k:0,time:1858
n:8700,k:0,time:1838
n:8850,k:0,time:1871
n:9000,k:0,time:2206
n:9150,k:0,time:1940
n:9300,k:0,time:1985
n:9450,k:0,time:2323
n:9600,k:0,time:2034
n:9750,k:0,time:2068
n:9900,k:0,time:2096
n:10050,k:0,time:2169
n:10200,k:0,time:4381
n:10350,k:0,time:2217
n:10500,k:0,time:2266
n:10650,k:0,time:2285
n:10800,k:0,time:2425
n:10950,k:0,time:2354
n:11100,k:0,time:2398
n:11250,k:0,time:2437
n:11400,k:0,time:2603
n:11550,k:0,time:2723
n:11700,k:0,time:2591
n:11850,k:0,time:2661
n:12000,k:0,time:2635
n:12150,k:0,time:2636
n:12300,k:0,time:2701
n:12450,k:0,time:3116
n:12600,k:0,time:2761
n:12750,k:0,time:2858
n:12900,k:0,time:3006
n:13050,k:0,time:3056
n:13200,k:0,time:3051
n:13350,k:0,time:2936
n:13500,k:0,time:3606
n:13650,k:0,time:3003
n:13800,k:0,time:3013
n:13950,k:0,time:3509
n:14100,k:0,time:3131
n:14250,k:0,time:3564
n:14400,k:0,time:3169
n:14550,k:0,time:3276
n:14700,k:0,time:3241
n:14850,k:0,time:3346
n:15000,k:0,time:3373
