150,0,5
300,0,8
450,0,11
600,0,14
750,0,20
900,0,17
1050,0,29
1200,0,33
1350,0,25
1500,0,28
1650,0,30
1800,0,34
1950,0,37
2100,0,40
2250,0,44
2400,0,43
2550,0,49
2700,0,50
2850,0,53
3000,0,55
3150,0,59
3300,0,87
3450,0,85
3600,0,65
3750,0,71
3900,0,74
4050,0,78
4200,0,78
4350,0,79
4500,0,81
4650,0,83
4800,0,83
4950,0,89
5100,0,92
5250,0,96
5400,0,97
5550,0,109
5700,0,107
5850,0,111
6000,0,109
6150,0,111
6300,0,106
6450,0,108
6600,0,111
6750,0,114
6900,0,118
7050,0,119
7200,0,122
7350,0,136
7500,0,127
7650,0,129
7800,0,133
7950,0,135
8100,0,137
8250,0,141
8400,0,142
8550,0,145
8700,0,148
8850,0,170
9000,0,152
9150,0,155
9300,0,158
9450,0,160
9600,0,163
9750,0,165
9900,0,168
10050,0,171
10200,0,172
10350,0,173
10500,0,177
10650,0,180
10800,0,182
10950,0,185
11100,0,188
11250,0,190
11400,0,194
11550,0,195
11700,0,202
11850,0,199
12000,0,201
12150,0,207
12300,0,209
12450,0,211
12600,0,212
12750,0,216
12900,0,219
13050,0,225
13200,0,227
13350,0,226
13500,0,228
13650,0,236
13800,0,237
13950,0,237
14100,0,239
14250,0,240
14400,0,243
14550,0,246
14700,0,247
14850,0,250
15000,0,253
