150,0,27
300,0,38
450,0,54
600,0,114
750,0,86
900,0,82
1050,0,75
1200,0,159
1350,0,99
1500,0,201
1650,0,196
1800,0,177
1950,0,92
2100,0,57
2250,0,58
2400,0,426
2550,0,105
2700,0,98
2850,0,300
3000,0,166
3150,0,212
3300,0,175
3450,0,470
3600,0,816
3750,0,778
3900,0,707
4050,0,258
4200,0,518
4350,0,254
4500,0,66
4650,0,111
4800,0,348
4950,0,629
5100,0,182
5250,0,138
5400,0,483
5550,0,242
5700,0,485
5850,0,451
6000,0,477
6150,0,591
6300,0,91
6450,0,1250
6600,0,987
6750,0,677
6900,0,466
7050,0,518
7200,0,294
7350,0,475
7500,0,556
7650,0,130
7800,0,1313
7950,0,1735
8100,0,412
8250,0,236
8400,0,1336
8550,0,785
8700,0,1048
8850,0,1060
9000,0,1007
9150,0,1189
9300,0,213
9450,0,507
9600,0,680
9750,0,1459
9900,0,2031
10050,0,1392
10200,0,981
10350,0,1344
10500,0,432
10650,0,493
10800,0,1587
10950,0,385
11100,0,829
11250,0,807
11400,0,860
11550,0,1748
11700,0,2160
11850,0,1504
12000,0,1410
12150,0,304
12300,0,1184
12450,0,2246
12600,0,541
12750,0,1213
12900,0,479
13050,0,1427
13200,0,2181
13350,0,322
13500,0,629
13650,0,607
13800,0,370
13950,0,2670
14100,0,818
14250,0,1961
14400,0,336
14550,0,1566
14700,0,443
14850,0,273
15000,0,2202
