150,76
300,107
450,157
600,218
750,293
900,356
1050,397
1200,495
1350,536
1500,471
1650,653
1800,594
1950,624
2100,644
2250,701
2400,779
2550,814
2700,1039
2850,932
3000,976
3150,1031
3300,1066
3450,1132
3600,1192
3750,1219
3900,1291
4050,1332
4200,1384
4350,1422
4500,1508
4650,1608
4800,1629
4950,1678
5100,1718
5250,1771
5400,1825
5550,1892
5700,1960
5850,1979
6000,2029
6150,2099
6300,2212
6450,2251
6600,2271
6750,2656
6900,2443
7050,2630
7200,2475
7350,2660
7500,2606
7650,2988
7800,3023
7950,2774
8100,2816
8250,2853
8400,2904
8550,2940
8700,3051
8850,3082
9000,3181
9150,3248
9300,3292
9450,4022
9600,3500
9750,3436
9900,4080
10050,3552
10200,3643
10350,3610
10500,3754
10650,3801
10800,3871
10950,4024
11100,3923
11250,4036
11400,4097
11550,4104
11700,4202
11850,4454
12000,4266
12150,4356
12300,4369
12450,4489
12600,4569
12750,4625
12900,4616
13050,4673
13200,4777
13350,4810
13500,4861
13650,4906
13800,4976
13950,5064
14100,5160
14250,5192
14400,5297
14550,5314
14700,5353
14850,5412
15000,5431
