150,34
300,47
450,112
600,77
750,124
900,136
1050,270
1200,332
1350,183
1500,212
1650,241
1800,300
1950,239
2100,589
2250,228
2400,320
2550,205
2700,393
2850,620
3000,395
3150,500
3300,655
3450,404
3600,435
3750,615
3900,516
4050,460
4200,400
4350,563
4500,754
4650,1108
4800,873
4950,877
5100,1186
5250,737
5400,827
5550,472
5700,1107
5850,558
6000,1081
6150,1173
6300,833
6450,723
6600,560
6750,981
6900,617
7050,1447
7200,722
7350,1177
7500,1185
7650,1349
7800,1915
7950,1114
8100,2029
8250,931
8400,1132
8550,771
8700,1308
8850,1833
9000,1704
9150,1334
9300,841
9450,1952
9600,1234
9750,1401
9900,2837
10050,1660
10200,1810
10350,1584
10500,1338
10650,1306
10800,1311
10950,1714
11100,1932
11250,1476
11400,1413
11550,1990
11700,2760
11850,2234
12000,2051
12150,1777
12300,2659
12450,2227
12600,2197
12750,1378
12900,1951
13050,3054
13200,994
13350,1191
13500,1733
13650,1114
13800,1415
13950,1571
14100,1854
14250,4372
14400,1949
14550,1945
14700,1136
14850,1653
15000,1882
