150,305
300,930
450,1769
600,3240
750,5023
900,7763
1050,10449
1200,13299
1350,16628
1500,20112
1650,23840
1800,24551
1950,24398
2100,28314
2250,32729
2400,37038
2550,41944
2700,47469
2850,53514
3000,57792
3150,63705
3300,70079
3450,76303
3600,83113
3750,90057
3900,97418
4050,104954
4200,113068
4350,121199
4500,129659
4650,138373
4800,147547
4950,156745
5100,166411
5250,176209
5400,186403
5550,197014
5700,207620
5850,218906
6000,230506
6150,241900
6300,257092
6450,267405
6600,305765
6750,294676
6900,307723
7050,328623
7200,332647
7350,387986
7500,360418
7650,377300
7800,391004
7950,407604
8100,419622
8250,433510
8400,449465
8550,465795
8700,483967
8850,500666
9000,561394
9150,533019
9300,552641
9450,571599
9600,594356
9750,671537
9900,629124
10050,653656
10200,664825
10350,682157
10500,701812
10650,727725
10800,746105
10950,763895
11100,787200
11250,813141
11400,830893
11550,863028
11700,875513
11850,920693
12000,949743
12150,942089
12300,967456
12450,991521
12600,1013610
12750,1036171
12900,1060288
13050,1096309
13200,1113530
13350,1140407
13500,1172993
13650,1189592
13800,1226560
13950,1244539
14100,1270598
14250,1297400
14400,1325079
14550,1351954
14700,1378882
14850,1406565
15000,1434924
