150,53
300,111
450,121
600,170
750,211
900,270
1050,315
1200,357
1350,393
1500,448
1650,498
1800,557
1950,435
2100,470
2250,512
2400,549
2550,600
2700,659
2850,953
3000,691
3150,730
3300,763
3450,804
3600,834
3750,871
3900,913
4050,944
4200,1038
4350,1018
4500,1070
4650,1091
4800,1136
4950,1179
5100,1210
5250,1246
5400,1295
5550,1333
5700,1369
5850,1404
6000,1445
6150,1509
6300,1539
6450,1577
6600,2415
6750,1656
6900,1815
7050,1745
7200,1767
7350,1810
7500,2040
7650,1882
7800,2108
7950,2141
8100,2194
8250,2033
8400,2076
8550,2130
8700,2156
8850,2197
9000,2304
9150,2297
9300,2353
9450,2372
9600,2998
9750,2469
9900,2723
10050,3928
10200,2560
10350,2627
10500,2727
10650,2747
10800,2734
10950,2798
11100,2891
11250,2861
11400,2913
11550,3204
11700,3024
11850,3043
12000,3082
12150,3134
12300,3238
12450,3191
12600,3248
12750,3287
12900,3344
13050,3386
13200,3428
13350,3593
13500,3553
13650,3532
13800,3583
13950,3615
14100,3663
14250,3817
14400,3746
14550,3828
14700,3870
14850,3895
15000,3910
