150,75,305
300,150,930
450,225,1769
600,300,3240
750,375,5023
900,450,7763
1050,525,10449
1200,600,13299
1350,675,16628
1500,750,20112
1650,825,23840
1800,900,24551
1950,975,24398
2100,1050,28314
2250,1125,32729
2400,1200,37038
2550,1275,41944
2700,1350,47469
2850,1425,53514
3000,1500,57792
3150,1575,63705
3300,1650,70079
3450,1725,76303
3600,1800,83113
3750,1875,90057
3900,1950,97418
4050,2025,104954
4200,2100,113068
4350,2175,121199
4500,2250,129659
4650,2325,138373
4800,2400,147547
4950,2475,156745
5100,2550,166411
5250,2625,176209
5400,2700,186403
5550,2775,197014
5700,2850,207620
5850,2925,218906
6000,3000,230506
6150,3075,241900
6300,3150,257092
6450,3225,267405
6600,3300,305765
6750,3375,294676
6900,3450,307723
7050,3525,328623
7200,3600,332647
7350,3675,387986
7500,3750,360418
7650,3825,377300
7800,3900,391004
7950,3975,407604
8100,4050,419622
8250,4125,433510
8400,4200,449465
8550,4275,465795
8700,4350,483967
8850,4425,500666
9000,4500,561394
9150,4575,533019
9300,4650,552641
9450,4725,571599
9600,4800,594356
9750,4875,671537
9900,4950,629124
10050,5025,653656
10200,5100,664825
10350,5175,682157
10500,5250,701812
10650,5325,727725
10800,5400,746105
10950,5475,763895
11100,5550,787200
11250,5625,813141
11400,5700,830893
11550,5775,863028
11700,5850,875513
11850,5925,920693
12000,6000,949743
12150,6075,942089
12300,6150,967456
12450,6225,991521
12600,6300,1013610
12750,6375,1036171
12900,6450,1060288
13050,6525,1096309
13200,6600,1113530
13350,6675,1140407
13500,6750,1172993
13650,6825,1189592
13800,6900,1226560
13950,6975,1244539
14100,7050,1270598
14250,7125,1297400
14400,7200,1325079
14550,7275,1351954
14700,7350,1378882
14850,7425,1406565
15000,7500,1434924
