150,149,41
300,299,86
450,449,148
600,599,210
750,749,166
900,899,210
1050,1049,247
1200,1199,279
1350,1349,321
1500,1499,336
1650,1649,481
1800,1799,402
1950,1949,467
2100,2099,470
2250,2249,557
2400,2399,539
2550,2549,583
2700,2699,619
2850,2849,668
3000,2999,683
3150,3149,719
3300,3299,772
3450,3449,802
3600,3599,881
3750,3749,913
3900,3899,906
4050,4049,961
4200,4199,995
4350,4349,1028
4500,4499,1075
4650,4649,1104
4800,4799,1144
4950,4949,1173
5100,5099,1220
5250,5249,1246
5400,5399,1290
5550,5549,1330
5700,5699,1391
5850,5849,1409
6000,5999,1454
6150,6149,1497
6300,6299,1520
6450,6449,1559
6600,6599,1616
6750,6749,1648
6900,6899,1699
7050,7049,1760
7200,7199,1824
7350,7349,1853
7500,7499,1850
7650,7649,1942
7800,7799,1912
7950,7949,1954
8100,8099,2019
8250,8249,2037
8400,8399,2071
8550,8549,2127
8700,8699,2165
8850,8849,2200
9000,8999,2241
9150,9149,2268
9300,9299,2356
9450,9449,2388
9600,9599,2428
9750,9749,2456
9900,9899,2522
10050,10049,2531
10200,10199,2567
10350,10349,2595
10500,10499,2676
10650,10649,2687
10800,10799,2713
10950,10949,2778
11100,11099,2828
11250,11249,2840
11400,11399,2893
11550,11549,3001
11700,11699,3032
11850,11849,3023
12000,11999,3059
12150,12149,3104
12300,12299,3158
12450,12449,3219
12600,12599,3254
12750,12749,3290
12900,12899,3381
13050,13049,3471
13200,13199,3403
13350,13349,3443
13500,13499,3540
13650,13649,3537
13800,13799,3571
13950,13949,3645
14100,14099,3675
14250,14249,3703
14400,14399,3818
14550,14549,3807
14700,14699,3885
14850,14849,3854
15000,14999,3910
