150,149,18
300,299,41
450,449,58
600,599,69
750,749,60
900,899,102
1050,1049,109
1200,1199,145
1350,1349,101
1500,1499,142
1650,1649,127
1800,1799,143
1950,1949,174
2100,2099,199
2250,2249,195
2400,2399,210
2550,2549,245
2700,2699,243
2850,2849,275
3000,2999,294
3150,3149,265
3300,3299,287
3450,3449,398
3600,3599,332
3750,3749,360
3900,3899,379
4050,4049,322
4200,4199,436
4350,4349,451
4500,4499,466
4650,4649,582
4800,4799,388
4950,4949,456
5100,5099,712
5250,5249,506
5400,5399,564
5550,5549,568
5700,5699,589
5850,5849,542
6000,5999,474
6150,6149,598
6300,6299,510
6450,6449,729
6600,6599,677
6750,6749,752
6900,6899,768
7050,7049,618
7200,7199,805
7350,7349,689
7500,7499,604
7650,7649,961
7800,7799,897
7950,7949,809
8100,8099,687
8250,8249,877
8400,8399,722
8550,8549,1048
8700,8699,757
8850,8849,966
9000,8999,749
9150,9149,803
9300,9299,954
9450,9449,1145
9600,9599,1005
9750,9749,1171
9900,9899,1200
10050,10049,1157
10200,10199,1118
10350,10349,1275
10500,10499,1078
10650,10649,901
10800,10799,900
10950,10949,1206
11100,11099,1159
11250,11249,1141
11400,11399,1250
11550,11549,1389
11700,11699,987
11850,11849,1183
12000,11999,1616
12150,12149,1376
12300,12299,1340
12450,12449,1644
12600,12599,1554
12750,12749,1338
12900,12899,1513
13050,13049,1356
13200,13199,1539
13350,13349,1405
13500,13499,1715
13650,13649,1420
13800,13799,1508
13950,13949,1257
14100,14099,1456
14250,14249,1330
14400,14399,1370
14550,14549,1416
14700,14699,1820
14850,14849,1517
15000,14999,1955
