149,22
299,39
449,56
599,79
749,108
899,110
1049,145
1199,171
1349,139
1499,164
1649,173
1799,194
1949,212
2099,228
2249,241
2399,249
2549,284
2699,290
2849,322
2999,328
3149,341
3299,470
3449,393
3749,407
3899,411
4049,440
4199,453
4349,450
4499,488
4649,480
4799,478
4949,508
5099,528
5249,561
5399,562
5549,629
5699,628
5849,603
5999,626
6149,617
6299,619
6449,633
6599,646
6749,660
6899,674
7049,699
7199,703
7349,714
7499,739
7649,756
7799,771
7949,776
8099,799
8249,880
8399,833
8549,836
8699,850
8849,877
8999,883
9149,897
9299,913
9449,923
9599,940
9749,1000
9899,970
10049,984
10199,1000
10349,1016
10499,1024
10649,1045
10799,1058
10949,1075
11099,1096
11249,1105
11399,1114
11549,1128
11699,1145
11849,1159
11999,1181
12149,1186
12299,1207
12449,1218
12599,1261
12749,1257
12899,1287
13049,1279
13199,1296
13349,1305
13499,1322
13649,1333
13799,1362
13949,1402
14099,1402
14249,1396
14399,1407
14549,1434
14699,1439
14849,1499
14999,1469
