150,41
300,82
450,123
600,177
750,231
900,264
1050,330
1200,398
1350,331
1500,361
1650,383
1800,438
1950,481
2100,511
2250,569
2400,600
2550,686
2700,645
2850,720
3000,748
3150,791
3300,1116
3450,1185
3600,960
3750,980
3900,938
4050,1056
4200,1032
4350,1126
4500,1097
4650,1258
4800,1185
4950,1201
5100,1241
5250,1309
5400,1303
5550,1410
5700,1465
5850,1533
6000,1505
6150,1676
6300,1526
6450,1574
6600,1612
6750,1660
6900,1698
7050,1724
7200,1783
7350,1830
7500,1847
7650,1891
7800,1933
7950,1958
8100,1995
8250,2075
8400,2145
8550,2177
8700,2177
8850,2230
9000,2273
9150,2318
9300,2334
9450,2369
9600,2422
9750,2444
9900,2507
10050,2539
10200,2582
10350,2632
10500,2694
10650,2725
10800,2794
10950,2809
11100,2816
11250,2867
11400,2901
11550,2981
11700,2987
11850,3109
12000,3168
12150,3141
12300,3153
12450,3205
12600,3270
12750,3398
12900,3380
13050,3369
13200,3464
13350,3518
13500,3526
13650,3573
13800,3622
13950,3627
14100,3677
14250,3711
14400,3806
14550,3858
14700,3890
14850,3907
15000,3955
