150,18
300,41
450,58
600,69
750,60
900,102
1050,109
1200,145
1350,101
1500,142
1650,127
1800,143
1950,174
2100,199
2250,195
2400,210
2550,245
2700,243
2850,275
3000,294
3150,265
3300,287
3450,398
3600,332
3750,360
3900,379
4050,322
4200,436
4350,451
4500,466
4650,582
4800,388
4950,456
5100,712
5250,506
5400,564
5550,568
5700,589
5850,542
6000,474
6150,598
6300,510
6450,729
6600,677
6750,752
6900,768
7050,618
7200,805
7350,689
7500,604
7650,961
7800,897
7950,809
8100,687
8250,877
8400,722
8550,1048
8700,757
8850,966
9000,749
9150,803
9300,954
9450,1145
9600,1005
9750,1171
9900,1200
10050,1157
10200,1118
10350,1275
10500,1078
10650,901
10800,900
10950,1206
11100,1159
11250,1141
11400,1250
11550,1389
11700,987
11850,1183
12000,1616
12150,1376
12300,1340
12450,1644
12600,1554
12750,1338
12900,1513
13050,1356
13200,1539
13350,1405
13500,1715
13650,1420
13800,1508
13950,1257
14100,1456
14250,1330
14400,1370
14550,1416
14700,1820
14850,1517
15000,1955
