150,41
300,86
450,148
600,210
750,166
900,210
1050,247
1200,279
1350,321
1500,336
1650,481
1800,402
1950,467
2100,470
2250,557
2400,539
2550,583
2700,619
2850,668
3000,683
3150,719
3300,772
3450,802
3600,881
3750,913
3900,906
4050,961
4200,995
4350,1028
4500,1075
4650,1104
4800,1144
4950,1173
5100,1220
5250,1246
5400,1290
5550,1330
5700,1391
5850,1409
6000,1454
6150,1497
6300,1520
6450,1559
6600,1616
6750,1648
6900,1699
7050,1760
7200,1824
7350,1853
7500,1850
7650,1942
7800,1912
7950,1954
8100,2019
8250,2037
8400,2071
8550,2127
8700,2165
8850,2200
9000,2241
9150,2268
9300,2356
9450,2388
9600,2428
9750,2456
9900,2522
10050,2531
10200,2567
10350,2595
10500,2676
10650,2687
10800,2713
10950,2778
11100,2828
11250,2840
11400,2893
11550,3001
11700,3032
11850,3023
12000,3059
12150,3104
12300,3158
12450,3219
12600,3254
12750,3290
12900,3381
13050,3471
13200,3403
13350,3443
13500,3540
13650,3537
13800,3571
13950,3645
14100,3675
14250,3703
14400,3818
14550,3807
14700,3885
14850,3854
15000,3910
