149,107
299,225
449,369
599,428
749,492
899,623
1049,711
1199,895
1349,967
1499,1166
1649,1167
1799,1275
1949,1388
2099,1510
2249,1632
2399,1743
2549,1871
2699,1995
2849,2116
2999,2254
3149,2366
3299,2510
3449,2607
3599,2729
3749,2889
3899,2983
4049,3113
4199,3232
4349,3355
4499,3488
4649,3615
4799,3786
4949,3906
5099,4045
5249,4187
5399,4373
5549,4385
5699,4564
5849,4668
5999,4831
6149,4915
6299,5117
6449,5201
6599,5334
6749,5463
6899,5665
7049,5743
7199,5826
7349,6005
7499,6106
7649,6248
7799,6418
7949,6514
8099,6647
8249,6789
8399,6886
8549,7067
8699,7185
8849,7333
8999,7456
9149,7595
9299,7735
9449,7878
9599,8390
9749,8145
9899,8292
10049,8416
10199,8547
10349,8747
10499,8908
10649,8975
10799,9118
10949,9276
11099,9392
11249,9539
11399,9727
11549,9815
11699,9996
11849,10120
11999,10241
12149,10374
12299,10517
12449,10670
12599,10778
12749,10935
12899,11347
13049,11219
13199,11370
13349,11492
13499,11620
13649,11771
13799,11920
13949,12053
14099,12198
14249,12358
14399,12495
14549,12602
14699,12764
14849,12902
14999,13042
